antal_sålda,gata,id
93,"Slutpriser bostäder - Strindbergsgatan, Stockholms kommun",475867
333,"Slutpriser bostäder - Erik Dahlbergsgatan, Stockholms kommun",475868
49,"Slutpriser bostäder - Blanchegatan, Stockholms kommun",475869
37,"Slutpriser bostäder - Hedinsgatan, Stockholms kommun",475870
29,"Slutpriser bostäder - Kallskärsgatan, Stockholms kommun",475871
145,"Slutpriser bostäder - Sandelsgatan, Stockholms kommun",475872
54,"Slutpriser bostäder - Armfeltsgatan, Stockholms kommun",475873
43,"Slutpriser bostäder - Olaus Petrigatan, Stockholms kommun",475874
137,"Slutpriser bostäder - Brantingsgatan, Stockholms kommun",475875
433,"Slutpriser bostäder - Rindögatan, Stockholms kommun",475876
388,"Slutpriser bostäder - Furusundsgatan, Stockholms kommun",475877
67,"Slutpriser bostäder - Kampementsgatan, Stockholms kommun",475878
358,"Slutpriser bostäder - Smedsbacksgatan, Stockholms kommun",475879
0,"Slutpriser bostäder - Sandhamnsplan, Stockholms kommun",475880
0,"Slutpriser bostäder - Andra Bassängvägen, Stockholms kommun",475881
0,"Slutpriser bostäder - Fjärde Bassängvägen, Stockholms kommun",475882
0,"Slutpriser bostäder - Första Bassängvägen, Stockholms kommun",475883
0,"Slutpriser bostäder - Hamburgsvägen, Stockholms kommun",475884
0,"Slutpriser bostäder - Hamnpirsvägen, Stockholms kommun",475885
0,"Slutpriser bostäder - Hangövägen, Stockholms kommun",475886
0,"Slutpriser bostäder - Inre Bassängkajen, Stockholms kommun",475887
0,"Slutpriser bostäder - Malmvägen, Stockholms kommun",475888
0,"Slutpriser bostäder - Norra Bassängkajen, Stockholms kommun",475889
0,"Slutpriser bostäder - Norra Hamnpirskajen, Stockholms kommun",475890
0,"Slutpriser bostäder - Norra Hamnpirsvägen, Stockholms kommun",475891
0,"Slutpriser bostäder - Södra Bassängkajen, Stockholms kommun",475892
0,"Slutpriser bostäder - Södra Hamnpirskajen, Stockholms kommun",475893
0,"Slutpriser bostäder - Södra Hamnvägen, Stockholms kommun",475894
0,"Slutpriser bostäder - Södra Kajen, Stockholms kommun",475895
0,"Slutpriser bostäder - Tredje Bassängvägen, Stockholms kommun",475896
0,"Slutpriser bostäder - Värtans Stationsväg, Stockholms kommun",475897
0,"Slutpriser bostäder - Yttre Hamnpirskajen, Stockholms kommun",475898
40,"Slutpriser bostäder - Ahlsellvägen, Stockholms kommun",475899
0,"Slutpriser bostäder - Andra Tvärvägen, Stockholms kommun",475900
89,"Slutpriser bostäder - Artemisgatan, Stockholms kommun",475901
0,"Slutpriser bostäder - Björnnäsbacken, Stockholms kommun",475902
0,"Slutpriser bostäder - Fisksjöängsvägen, Stockholms kommun",475903
0,"Slutpriser bostäder - Fågelhundsvägen, Stockholms kommun",475904
0,"Slutpriser bostäder - Första Tvärvägen, Stockholms kommun",475905
0,"Slutpriser bostäder - Gasverksvägen, Stockholms kommun",475906
0,"Slutpriser bostäder - Husarviksvägen, Stockholms kommun",475907
67,"Slutpriser bostäder - Högviltsgatan, Stockholms kommun",475908
10,"Slutpriser bostäder - Jägmästargatan, Stockholms kommun",475909
0,"Slutpriser bostäder - Kolargatan, Stockholms kommun",475910
0,"Slutpriser bostäder - Laduviksvägen, Stockholms kommun",475911
1,"Slutpriser bostäder - Lilla Skuggans väg, Stockholms kommun",475912
27,"Slutpriser bostäder - Nimrodsgatan, Stockholms kommun",475913
0,"Slutpriser bostäder - Norra Hamnvägen, Stockholms kommun",475914
0,"Slutpriser bostäder - Norra Kajen, Stockholms kommun",475915
0,"Slutpriser bostäder - Norra Kajvägen, Stockholms kommun",475916
0,"Slutpriser bostäder - Ropstensplan, Stockholms kommun",475917
0,"Slutpriser bostäder - Ropstensslingan, Stockholms kommun",475918
29,"Slutpriser bostäder - Skogvaktargatan, Stockholms kommun",475919
0,"Slutpriser bostäder - Stora Skuggans väg, Stockholms kommun",475920
0,"Slutpriser bostäder - Storängskroken, Stockholms kommun",475921
1,"Slutpriser bostäder - Storängsvägen, Stockholms kommun",475922
0,"Slutpriser bostäder - Tredje Tvärvägen, Stockholms kommun",475923
0,"Slutpriser bostäder - Vargstigen, Stockholms kommun",475924
59,"Slutpriser bostäder - Dianavägen, Stockholms kommun",475925
4,"Slutpriser bostäder - Hubertusgatan, Stockholms kommun",475926
0,"Slutpriser bostäder - Hubertusplan, Stockholms kommun",475927
44,"Slutpriser bostäder - Krångedevägen, Stockholms kommun",475928
45,"Slutpriser bostäder - Lanforsvägen, Stockholms kommun",475929
0,"Slutpriser bostäder - Midskogsgränd, Stockholms kommun",475930
44,"Slutpriser bostäder - Motalavägen, Stockholms kommun",475931
0,"Slutpriser bostäder - Porjusvägen, Stockholms kommun",475932
6,"Slutpriser bostäder - Rådjursstigen, Stockholms kommun",475933
0,"Slutpriser bostäder - Trollhättevägen, Stockholms kommun",475934
41,"Slutpriser bostäder - Untravägen, Stockholms kommun",475935
20,"Slutpriser bostäder - Wenströmsvägen, Stockholms kommun",475936
76,"Slutpriser bostäder - Älvkarleövägen, Stockholms kommun",475937
15,"Slutpriser bostäder - Bo Bergmans gata, Stockholms kommun",475938
67,"Slutpriser bostäder - Löjtnantsgatan, Stockholms kommun",475939
102,"Slutpriser bostäder - Starrängsringen, Stockholms kommun",475940
20,"Slutpriser bostäder - Carl Akrells gata, Stockholms kommun",475941
0,"Slutpriser bostäder - Borgvägen, Stockholms kommun",475942
0,"Slutpriser bostäder - Frihamnen, Stockholms kommun",475943
0,"Slutpriser bostäder - Frihamnsgatan, Stockholms kommun",475944
0,"Slutpriser bostäder - Liljas gata, Stockholms kommun",475945
0,"Slutpriser bostäder - Palermogatan, Stockholms kommun",475946
0,"Slutpriser bostäder - Tullvaktsvägen, Stockholms kommun",475947
32,"Slutpriser bostäder - Askrikegatan, Stockholms kommun",475948
0,"Slutpriser bostäder - Gillögagatan, Stockholms kommun",475949
0,"Slutpriser bostäder - Skvadronstigen, Stockholms kommun",475950
54,"Slutpriser bostäder - Studentbacken, Stockholms kommun",475951
0,"Slutpriser bostäder - Rökubbsgatan, Stockholms kommun",475952
120,"Slutpriser bostäder - Öregrundsgatan, Stockholms kommun",475953
0,"Slutpriser bostäder - Positionen, Stockholms kommun",475954
3,"Slutpriser bostäder - Fiskargatan, Stockholms kommun",475955
0,"Slutpriser bostäder - Glasbruksgatan, Stockholms kommun",475956
0,"Slutpriser bostäder - Höga stigen, Stockholms kommun",475957
173,"Slutpriser bostäder - Högbergsgatan, Stockholms kommun",475958
0,"Slutpriser bostäder - Katarina Kyrkobacke, Stockholms kommun",475959
19,"Slutpriser bostäder - Mosebacke torg, Stockholms kommun",475960
2,"Slutpriser bostäder - Mäster Mikaels gata, Stockholms kommun",475961
6,"Slutpriser bostäder - Roddargatan, Stockholms kommun",475962
48,"Slutpriser bostäder - Svartensgatan, Stockholms kommun",475963
0,"Slutpriser bostäder - Björns Trädgårdsgränd, Stockholms kommun",475964
289,"Slutpriser bostäder - Götgatan, Stockholms kommun",475965
0,"Slutpriser bostäder - Katarina Östra Kyrkogårdsgränd, Stockholms kommun",475966
1,"Slutpriser bostäder - Sandbacksgatan, Stockholms kommun",475967
177,"Slutpriser bostäder - Tjärhovsgatan, Stockholms kommun",475968
388,"Slutpriser bostäder - Folkungagatan, Stockholms kommun",475969
78,"Slutpriser bostäder - Nytorgsgatan, Stockholms kommun",475970
520,"Slutpriser bostäder - Bondegatan, Stockholms kommun",475971
226,"Slutpriser bostäder - Södermannagatan, Stockholms kommun",475972
204,"Slutpriser bostäder - Kocksgatan, Stockholms kommun",475973
447,"Slutpriser bostäder - Åsögatan, Stockholms kommun",475974
30,"Slutpriser bostäder - Kapellgränd, Stockholms kommun",475975
34,"Slutpriser bostäder - Katarina Västra Kyrkogata, Stockholms kommun",475976
212,"Slutpriser bostäder - Östgötagatan, Stockholms kommun",475977
141,"Slutpriser bostäder - Erstagatan, Stockholms kommun",475978
1,"Slutpriser bostäder - Fjällgatan, Stockholms kommun",475979
13,"Slutpriser bostäder - Lilla Erstagatan, Stockholms kommun",475980
0,"Slutpriser bostäder - Per Anders Fogelströms Terrass, Stockholms kommun",475981
135,"Slutpriser bostäder - Renstiernas gata, Stockholms kommun",475982
0,"Slutpriser bostäder - Sista Styverns Trappor, Stockholms kommun",475983
27,"Slutpriser bostäder - Stigbergsgatan, Stockholms kommun",475984
0,"Slutpriser bostäder - Tjärhovsplan, Stockholms kommun",475985
46,"Slutpriser bostäder - Borgmästargatan, Stockholms kommun",475986
0,"Slutpriser bostäder - Masthamnen, Stockholms kommun",475987
0,"Slutpriser bostäder - Stigbergsparken, Stockholms kommun",475988
741,"Slutpriser bostäder - Ringvägen, Stockholms kommun",475989
12,"Slutpriser bostäder - Duvnäsgatan, Stockholms kommun",475990
23,"Slutpriser bostäder - Gruvbacken, Stockholms kommun",475991
0,"Slutpriser bostäder - Kvastmakarbacken, Stockholms kommun",475992
0,"Slutpriser bostäder - Kvastmakartrappan, Stockholms kommun",475993
62,"Slutpriser bostäder - Ploggatan, Stockholms kommun",475994
45,"Slutpriser bostäder - Beckbrännarbacken, Stockholms kommun",475995
0,"Slutpriser bostäder - Bergsprängargränd, Stockholms kommun",475996
0,"Slutpriser bostäder - Klefbecks backe, Stockholms kommun",475997
78,"Slutpriser bostäder - Klippgatan, Stockholms kommun",475998
0,"Slutpriser bostäder - Lilla Mejtens Gränd, Stockholms kommun",475999
0,"Slutpriser bostäder - Mäster Pers Gränd, Stockholms kommun",476000
154,"Slutpriser bostäder - Skånegatan, Stockholms kommun",476001
0,"Slutpriser bostäder - Stora Mejtens Gränd, Stockholms kommun",476002
0,"Slutpriser bostäder - Lotsgatan, Stockholms kommun",476003
0,"Slutpriser bostäder - Skeppargränd, Stockholms kommun",476004
78,"Slutpriser bostäder - Sågargatan, Stockholms kommun",476005
56,"Slutpriser bostäder - Bjurholmsgatan, Stockholms kommun",476006
40,"Slutpriser bostäder - Brännerigatan, Stockholms kommun",476007
192,"Slutpriser bostäder - Gotlandsgatan, Stockholms kommun",476008
114,"Slutpriser bostäder - Malmgårdsvägen, Stockholms kommun",476009
384,"Slutpriser bostäder - Katarina Bangata, Stockholms kommun",476010
2,"Slutpriser bostäder - Nytorget, Stockholms kommun",476011
31,"Slutpriser bostäder - Närkesgatan, Stockholms kommun",476012
10,"Slutpriser bostäder - Sofiagatan, Stockholms kommun",476013
40,"Slutpriser bostäder - Alsnögatan, Stockholms kommun",476014
9,"Slutpriser bostäder - Barnängsgatan, Stockholms kommun",476015
25,"Slutpriser bostäder - Gaveliusgatan, Stockholms kommun",476016
0,"Slutpriser bostäder - Klockstapelsbacken, Stockholms kommun",476017
33,"Slutpriser bostäder - Nackagatan, Stockholms kommun",476018
0,"Slutpriser bostäder - Norra Hammarbyhamnen, Stockholms kommun",476019
133,"Slutpriser bostäder - Tegelviksgatan, Stockholms kommun",476020
0,"Slutpriser bostäder - Tegelviksplan, Stockholms kommun",476021
35,"Slutpriser bostäder - Tengdahlsgatan, Stockholms kommun",476022
37,"Slutpriser bostäder - Ljusterögatan, Stockholms kommun",476023
7,"Slutpriser bostäder - Barnängs Tvärgränd, Stockholms kommun",476024
47,"Slutpriser bostäder - Färgargårdstorget, Stockholms kommun",476025
41,"Slutpriser bostäder - Vintertullstorget, Stockholms kommun",476026
0,"Slutpriser bostäder - Danviksklippan, Stockholms kommun",476027
39,"Slutpriser bostäder - Hästholmsvägen, Stockholms kommun",476028
0,"Slutpriser bostäder - Blå Bodarna, Stockholms kommun",476029
0,"Slutpriser bostäder - Franska Bukten, Stockholms kommun",476030
0,"Slutpriser bostäder - Gula Gången, Stockholms kommun",476031
0,"Slutpriser bostäder - Katarinavägen, Stockholms kommun",476032
0,"Slutpriser bostäder - Mälarrampen, Stockholms kommun",476033
0,"Slutpriser bostäder - Norra Järngraven, Stockholms kommun",476034
0,"Slutpriser bostäder - Saltsjöbanans Station, Stockholms kommun",476035
0,"Slutpriser bostäder - Saltsjörampen, Stockholms kommun",476036
0,"Slutpriser bostäder - Saltsjöutfarten, Stockholms kommun",476037
0,"Slutpriser bostäder - Sjöbergsplan, Stockholms kommun",476038
0,"Slutpriser bostäder - Slussterrassen, Stockholms kommun",476039
0,"Slutpriser bostäder - Stadsgården, Stockholms kommun",476040
0,"Slutpriser bostäder - Stadsgårdens Kajplatser, Stockholms kommun",476041
0,"Slutpriser bostäder - Stadsgårdshamnen, Stockholms kommun",476042
0,"Slutpriser bostäder - Stadsgårdsleden, Stockholms kommun",476043
1,"Slutpriser bostäder - Södermalmstorg, Stockholms kommun",476044
44,"Slutpriser bostäder - Hökens gata, Stockholms kommun",476045
4,"Slutpriser bostäder - Klevgränd, Stockholms kommun",476046
6,"Slutpriser bostäder - Mariagränd, Stockholms kommun",476047
13,"Slutpriser bostäder - Peter Myndes backe, Stockholms kommun",476048
14,"Slutpriser bostäder - Urvädersgränd, Stockholms kommun",476049
9,"Slutpriser bostäder - Barnängsgränd, Stockholms kommun",476050
169,"Slutpriser bostäder - Blekingegatan, Stockholms kommun",476051
91,"Slutpriser bostäder - Bjurholmsplan, Stockholms kommun",476052
116,"Slutpriser bostäder - Ölandsgatan, Stockholms kommun",476053
0,"Slutpriser bostäder - Blecktornsbrinken, Stockholms kommun",476054
33,"Slutpriser bostäder - Blecktornsstigen, Stockholms kommun",476055
109,"Slutpriser bostäder - Metargatan, Stockholms kommun",476056
0,"Slutpriser bostäder - Notvarpsgränd, Stockholms kommun",476057
90,"Slutpriser bostäder - Bohusgatan, Stockholms kommun",476058
122,"Slutpriser bostäder - Rutger Fuchsgatan, Stockholms kommun",476059
7,"Slutpriser bostäder - Dörjgränd, Stockholms kommun",476060
21,"Slutpriser bostäder - Ljustergränd, Stockholms kommun",476061
4,"Slutpriser bostäder - Mjärdgränd, Stockholms kommun",476062
13,"Slutpriser bostäder - Nätgränd, Stockholms kommun",476063
16,"Slutpriser bostäder - Trålgränd, Stockholms kommun",476064
37,"Slutpriser bostäder - Tullgårdsgatan, Stockholms kommun",476065
383,"Slutpriser bostäder - Brännkyrkagatan, Stockholms kommun",476066
514,"Slutpriser bostäder - Hornsgatan, Stockholms kommun",476067
0,"Slutpriser bostäder - Hornskroken, Stockholms kommun",476068
286,"Slutpriser bostäder - Krukmakargatan, Stockholms kommun",476069
1,"Slutpriser bostäder - Ansgariegatan, Stockholms kommun",476070
1,"Slutpriser bostäder - Kolmårdsgränd, Stockholms kommun",476071
380,"Slutpriser bostäder - Lundagatan, Stockholms kommun",476072
12,"Slutpriser bostäder - Skinnarviksringen, Stockholms kommun",476073
51,"Slutpriser bostäder - Kristinehovsgatan, Stockholms kommun",476074
31,"Slutpriser bostäder - Varvsgatan, Stockholms kommun",476075
0,"Slutpriser bostäder - Högalids Kyrkväg, Stockholms kommun",476076
415,"Slutpriser bostäder - Högalidsgatan, Stockholms kommun",476077
0,"Slutpriser bostäder - Söder Mälarstrand, Stockholms kommun",476078
458,"Slutpriser bostäder - Heleneborgsgatan, Stockholms kommun",476079
52,"Slutpriser bostäder - Pålsundsgatan, Stockholms kommun",476080
0,"Slutpriser bostäder - Eolsgatan, Stockholms kommun",476081
4,"Slutpriser bostäder - Pålsundsparken, Stockholms kommun",476082
0,"Slutpriser bostäder - Alstaviksvägen, Stockholms kommun",476083
0,"Slutpriser bostäder - Karlshällsvägen, Stockholms kommun",476084
0,"Slutpriser bostäder - Knaperstavägen, Stockholms kommun",476085
67,"Slutpriser bostäder - Lorensbergsgatan, Stockholms kommun",476086
0,"Slutpriser bostäder - Långholmsbacken, Stockholms kommun",476087
171,"Slutpriser bostäder - Långholmsgatan, Stockholms kommun",476088
0,"Slutpriser bostäder - Långholmsmuren, Stockholms kommun",476089
0,"Slutpriser bostäder - Långholmsplan, Stockholms kommun",476090
1,"Slutpriser bostäder - Mälarvarvsbacken, Stockholms kommun",476091
0,"Slutpriser bostäder - Skutskepparvägen, Stockholms kommun",476092
0,"Slutpriser bostäder - Sofiebergsvägen, Stockholms kommun",476093
65,"Slutpriser bostäder - Borgargatan, Stockholms kommun",476094
35,"Slutpriser bostäder - Hornsbruksgatan, Stockholms kommun",476095
0,"Slutpriser bostäder - Hornstulls T-Banestation, Stockholms kommun",476096
29,"Slutpriser bostäder - Lignagatan, Stockholms kommun",476097
221,"Slutpriser bostäder - Folkskolegatan, Stockholms kommun",476098
27,"Slutpriser bostäder - Lindvallsgatan, Stockholms kommun",476099
60,"Slutpriser bostäder - Lindvallsplan, Stockholms kommun",476100
92,"Slutpriser bostäder - Tobaksspinnargatan, Stockholms kommun",476101
86,"Slutpriser bostäder - Verkstadsgatan, Stockholms kommun",476102
253,"Slutpriser bostäder - Bergsundsgatan, Stockholms kommun",476103
153,"Slutpriser bostäder - Bergsunds Strand, Stockholms kommun",476104
41,"Slutpriser bostäder - Hornstulls Strand, Stockholms kommun",476105
11,"Slutpriser bostäder - Liljeholmsbron, Stockholms kommun",476106
163,"Slutpriser bostäder - Slipgatan, Stockholms kommun",476107
43,"Slutpriser bostäder - Pokalvägen, Stockholms kommun",476108
70,"Slutpriser bostäder - Reimersholmsgatan, Stockholms kommun",476109
79,"Slutpriser bostäder - Drakenbergsgatan, Stockholms kommun",476110
0,"Slutpriser bostäder - Hornsviksstigen, Stockholms kommun",476111
0,"Slutpriser bostäder - Skarpskyttegatan, Stockholms kommun",476112
0,"Slutpriser bostäder - Skarpskyttestigen, Stockholms kommun",476113
0,"Slutpriser bostäder - Tantolundsvägen, Stockholms kommun",476114
48,"Slutpriser bostäder - Zinkens väg, Stockholms kommun",476115
52,"Slutpriser bostäder - Fredsborgsgatan, Stockholms kommun",476116
22,"Slutpriser bostäder - Förmansvägen, Stockholms kommun",476117
14,"Slutpriser bostäder - Ingenjörsvägen, Stockholms kommun",476118
0,"Slutpriser bostäder - Katrinebergsvägen, Stockholms kommun",476119
0,"Slutpriser bostäder - Liljeholmsstranden, Stockholms kommun",476120
0,"Slutpriser bostäder - Lövholmsbrinken, Stockholms kommun",476121
0,"Slutpriser bostäder - Lövholmsgränd, Stockholms kommun",476122
34,"Slutpriser bostäder - Lövholmsvägen, Stockholms kommun",476123
0,"Slutpriser bostäder - Mejerivägen, Stockholms kommun",476124
123,"Slutpriser bostäder - Sjöviksbacken, Stockholms kommun",476125
0,"Slutpriser bostäder - Sjövikskajen, Stockholms kommun",476126
0,"Slutpriser bostäder - Södertäljevägen, Stockholms kommun",476127
0,"Slutpriser bostäder - Transportvägen, Stockholms kommun",476128
0,"Slutpriser bostäder - Trekantsvägen, Stockholms kommun",476129
0,"Slutpriser bostäder - Upplagsvägen, Stockholms kommun",476130
0,"Slutpriser bostäder - Årsta Hamnväg, Stockholms kommun",476131
0,"Slutpriser bostäder - Årsta Skolgränd, Stockholms kommun",476132
21,"Slutpriser bostäder - Årstaskogs väg, Stockholms kommun",476133
0,"Slutpriser bostäder - Årstaängsvägen, Stockholms kommun",476134
106,"Slutpriser bostäder - Anders Reimers väg, Stockholms kommun",476135
66,"Slutpriser bostäder - Vindragarvägen, Stockholms kommun",476136
159,"Slutpriser bostäder - Sturehillsvägen, Stockholms kommun",476137
265,"Slutpriser bostäder - Sjöviksvägen, Stockholms kommun",476138
85,"Slutpriser bostäder - Årgångsgatan, Stockholms kommun",476139
26,"Slutpriser bostäder - Sjövikstorget, Stockholms kommun",476140
112,"Slutpriser bostäder - Vingårdsgatan, Stockholms kommun",476141
83,"Slutpriser bostäder - Vinodlargatan, Stockholms kommun",476142
32,"Slutpriser bostäder - Blekegatan, Stockholms kommun",476143
44,"Slutpriser bostäder - Grönbrinksgatan, Stockholms kommun",476144
45,"Slutpriser bostäder - Buteljgatan, Stockholms kommun",476145
0,"Slutpriser bostäder - Fredsborgstorget, Stockholms kommun",476146
41,"Slutpriser bostäder - Karaffgatan, Stockholms kommun",476147
118,"Slutpriser bostäder - Marieviksgatan, Stockholms kommun",476148
107,"Slutpriser bostäder - Katrinebergsbacken, Stockholms kommun",476149
75,"Slutpriser bostäder - Liljeholmsgränd, Stockholms kommun",476150
154,"Slutpriser bostäder - Liljeholmstorget, Stockholms kommun",476151
121,"Slutpriser bostäder - Liljeholmsvägen, Stockholms kommun",476152
171,"Slutpriser bostäder - Hildebergsvägen, Stockholms kommun",476153
8,"Slutpriser bostäder - Idaborgsvägen, Stockholms kommun",476154
95,"Slutpriser bostäder - Nybodaringen, Stockholms kommun",476155
330,"Slutpriser bostäder - Nybohovsbacken, Stockholms kommun",476156
98,"Slutpriser bostäder - Nybohovsgränd, Stockholms kommun",476157
1,"Slutpriser bostäder - Blommensbergsvägen, Stockholms kommun",476158
0,"Slutpriser bostäder - Fågelsångens Gårdsväg, Stockholms kommun",476159
71,"Slutpriser bostäder - Grenljusbacken, Stockholms kommun",476160
0,"Slutpriser bostäder - Lilla Fågelsången, Stockholms kommun",476161
105,"Slutpriser bostäder - Ljusstöparbacken, Stockholms kommun",476162
75,"Slutpriser bostäder - Sannadalsvägen, Stockholms kommun",476163
0,"Slutpriser bostäder - Stora Fågelsången, Stockholms kommun",476164
0,"Slutpriser bostäder - Vinterviksvägen, Stockholms kommun",476165
28,"Slutpriser bostäder - Eldarvägen, Stockholms kommun",476166
4,"Slutpriser bostäder - Gröndalshamnen, Stockholms kommun",476167
315,"Slutpriser bostäder - Gröndalsvägen, Stockholms kommun",476168
54,"Slutpriser bostäder - Lustigkullavägen, Stockholms kommun",476169
0,"Slutpriser bostäder - Lusuddsvägen, Stockholms kommun",476170
31,"Slutpriser bostäder - Maskinistgatan, Stockholms kommun",476171
16,"Slutpriser bostäder - Jungmansgränd, Stockholms kommun",476172
0,"Slutpriser bostäder - Matrosbacken, Stockholms kommun",476173
110,"Slutpriser bostäder - Ormbergsvägen, Stockholms kommun",476174
240,"Slutpriser bostäder - Sjöbjörnsvägen, Stockholms kommun",476175
13,"Slutpriser bostäder - Utkiksbacken, Stockholms kommun",476176
82,"Slutpriser bostäder - Bryggvägen, Stockholms kommun",476177
121,"Slutpriser bostäder - Fregattvägen, Stockholms kommun",476178
25,"Slutpriser bostäder - Fågelsångsvägen, Stockholms kommun",476179
18,"Slutpriser bostäder - Klyvarvägen, Stockholms kommun",476180
24,"Slutpriser bostäder - Skonertvägen, Stockholms kommun",476181
0,"Slutpriser bostäder - Ekensbergsbryggan, Stockholms kommun",476182
113,"Slutpriser bostäder - Ekensbergsvägen, Stockholms kommun",476183
0,"Slutpriser bostäder - Mörtviken, Stockholms kommun",476184
2,"Slutpriser bostäder - Mörtvikskroken, Stockholms kommun",476185
0,"Slutpriser bostäder - Milleniumhuset, Stockholms kommun",476186
122,"Slutpriser bostäder - Bastugatan, Stockholms kommun",476187
59,"Slutpriser bostäder - Bellmansgatan, Stockholms kommun",476188
0,"Slutpriser bostäder - Guldgränd, Stockholms kommun",476189
0,"Slutpriser bostäder - Hornsgatspåfarten, Stockholms kommun",476190
7,"Slutpriser bostäder - Maria Trappgränd, Stockholms kommun",476191
0,"Slutpriser bostäder - Pryssgränd, Stockholms kommun",476192
0,"Slutpriser bostäder - Pustegränd, Stockholms kommun",476193
0,"Slutpriser bostäder - Söder Mälarstrands Kajplatser, Stockholms kommun",476194
239,"Slutpriser bostäder - Tavastgatan, Stockholms kommun",476195
35,"Slutpriser bostäder - Bysistorget, Stockholms kommun",476196
4,"Slutpriser bostäder - Gamla Lundagatan, Stockholms kommun",476197
51,"Slutpriser bostäder - Ludvigsbergsgatan, Stockholms kommun",476198
2,"Slutpriser bostäder - Yttersta Tvärgränd, Stockholms kommun",476199
4,"Slutpriser bostäder - Blecktornsgränd, Stockholms kommun",476200
3,"Slutpriser bostäder - Skolgränd, Stockholms kommun",476201
0,"Slutpriser bostäder - Ugglegränd, Stockholms kommun",476202
23,"Slutpriser bostäder - Kattgränd, Stockholms kommun",476203
0,"Slutpriser bostäder - Lilla Skinnarviksgränd, Stockholms kommun",476204
124,"Slutpriser bostäder - Timmermansgatan, Stockholms kommun",476205
18,"Slutpriser bostäder - Torkel Knutssonsgatan, Stockholms kommun",476206
0,"Slutpriser bostäder - Banbrinken, Stockholms kommun",476207
39,"Slutpriser bostäder - Fatburstrappan, Stockholms kommun",476208
0,"Slutpriser bostäder - Folkungatrappan, Stockholms kommun",476209
8,"Slutpriser bostäder - Medborgarplatsen, Stockholms kommun",476210
0,"Slutpriser bostäder - Noe Arksfaret, Stockholms kommun",476211
4,"Slutpriser bostäder - Noe Arksgränden, Stockholms kommun",476212
61,"Slutpriser bostäder - Repslagargatan, Stockholms kommun",476213
0,"Slutpriser bostäder - Södra Stationsgatan, Stockholms kommun",476214
0,"Slutpriser bostäder - Carl Alberts Gränd, Stockholms kommun",476215
138,"Slutpriser bostäder - Magnus Ladulåsgatan, Stockholms kommun",476216
70,"Slutpriser bostäder - Möregatan, Stockholms kommun",476217
54,"Slutpriser bostäder - Siargatan, Stockholms kommun",476218
103,"Slutpriser bostäder - Swedenborgsgatan, Stockholms kommun",476219
87,"Slutpriser bostäder - Tjustgatan, Stockholms kommun",476220
67,"Slutpriser bostäder - Västgötagatan, Stockholms kommun",476221
0,"Slutpriser bostäder - Bangårdsgången, Stockholms kommun",476222
108,"Slutpriser bostäder - Fatburs Brunnsgata, Stockholms kommun",476223
29,"Slutpriser bostäder - Fatbursgatan, Stockholms kommun",476224
0,"Slutpriser bostäder - Södermalmsallén, Stockholms kommun",476225
45,"Slutpriser bostäder - Västgötagränd, Stockholms kommun",476226
5,"Slutpriser bostäder - Vartoftagatan, Stockholms kommun",476227
93,"Slutpriser bostäder - Flintbacken, Stockholms kommun",476228
25,"Slutpriser bostäder - Sockerbruksgränd, Stockholms kommun",476229
81,"Slutpriser bostäder - Tantogatan, Stockholms kommun",476230
0,"Slutpriser bostäder - Årsta Holmar, Stockholms kommun",476231
4,"Slutpriser bostäder - Ragvaldsgatan, Stockholms kommun",476232
78,"Slutpriser bostäder - Sankt Paulsgatan, Stockholms kommun",476233
39,"Slutpriser bostäder - Skaraborgsgatan, Stockholms kommun",476234
26,"Slutpriser bostäder - Fredmansgatan, Stockholms kommun",476235
39,"Slutpriser bostäder - Kvarngatan, Stockholms kommun",476236
28,"Slutpriser bostäder - Mariatorget, Stockholms kommun",476237
245,"Slutpriser bostäder - Wollmar Yxkullsgatan, Stockholms kommun",476238
59,"Slutpriser bostäder - Björngårdsgatan, Stockholms kommun",476239
158,"Slutpriser bostäder - Maria Prästgårdsgata, Stockholms kommun",476240
41,"Slutpriser bostäder - Doktor Abelins gata, Stockholms kommun",476241
23,"Slutpriser bostäder - Krukmakarbacken, Stockholms kommun",476242
17,"Slutpriser bostäder - Maria Skolgata, Stockholms kommun",476243
95,"Slutpriser bostäder - Rosenlundsgatan, Stockholms kommun",476244
63,"Slutpriser bostäder - Samaritgränd, Stockholms kommun",476245
28,"Slutpriser bostäder - Bengt Ekehjelmsgatan, Stockholms kommun",476246
36,"Slutpriser bostäder - Ekehjelmstorget, Stockholms kommun",476247
10,"Slutpriser bostäder - Högbergsbacken, Stockholms kommun",476248
79,"Slutpriser bostäder - Tjurbergsgatan, Stockholms kommun",476249
46,"Slutpriser bostäder - Assessorsgatan, Stockholms kommun",476250
83,"Slutpriser bostäder - Grindsgatan, Stockholms kommun",476251
155,"Slutpriser bostäder - Hallandsgatan, Stockholms kommun",476252
47,"Slutpriser bostäder - Allhelgonagatan, Stockholms kommun",476253
40,"Slutpriser bostäder - Dalslandsgatan, Stockholms kommun",476254
86,"Slutpriser bostäder - Helgagatan, Stockholms kommun",476255
56,"Slutpriser bostäder - Helgalunden, Stockholms kommun",476256
37,"Slutpriser bostäder - Älvsborgsgatan, Stockholms kommun",476257
45,"Slutpriser bostäder - Eriksdalsgatan, Stockholms kommun",476258
0,"Slutpriser bostäder - Havregatan, Stockholms kommun",476259
